id,idSportinglife,date,hour,time,name,classe,amountRunners,prizes,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,createdAt,updatedAt
826,183093,2020-01-08,15:02,1578506520000,Monmore,A5,6,"1st £120, 2nd £50, Others £40  Race Total £330  ","Droopys Phoenix (3/1), Bloos Josies Ray (7/2), Supreme Parker (5/2), Heavens Spooks (6/1), Outclough Cilla (6/1), Slaneyside Angel (3/1)",4,4.5,3.5,7,7,4,NULL,NULL,3/1,7/2,5/2,6/1,6/1,3/1,NULL,NULL,1,5,4,3,6,2,NULL,NULL,"2020-01-13 11:23:41","2020-01-13 11:23:41"
827,183095,2020-01-08,15:39,1578508740000,Monmore,A7,6,"1st £110, 2nd £45, Others £40  Race Total £315  ","Clough Emma (7/2), Old Cents Flyer (4/1), Carrigmore Capri (5/1), Mo Cara Max (4/1), Swift Monarch (7/4), Lilys Prince (7/1)",4.5,5,6,5,2.75,8,NULL,NULL,7/2,4/1,5/1,4/1,7/4,7/1,NULL,NULL,4,5,2,6,3,1,NULL,NULL,"2020-01-13 11:23:42","2020-01-13 11:23:42"
828,183092,2020-01-08,14:42,1578505320000,Monmore,A6,6,"1st £115, 2nd £45, Others £40  Race Total £320  ","Aislings Farloe (2/1), Gunfire (4/1), Mollys Twinkle (11/4), Jimivy James (9/2), Russmur Cara (4/1), Indian Poordevil (10/1)",3,5,3.75,5.5,5,11,NULL,NULL,2/1,4/1,11/4,9/2,4/1,10/1,NULL,NULL,5,1,3,6,2,4,NULL,NULL,"2020-01-13 11:23:42","2020-01-13 11:23:42"
829,183090,2020-01-08,14:06,1578503160000,Monmore,A3,6,"1st £160, 2nd £50, Others £50  Race Total £410  ","Fernhill Lily (7/2), Parish Glory (8/1), Fantasy Blake (3/1), Outcloughblossom (2/1), Curalina (11/4), Bloos Top Diesel (10/1)",4.5,9,4,3,3.75,11,NULL,NULL,7/2,8/1,3/1,2/1,11/4,10/1,NULL,NULL,3,2,4,6,1,5,NULL,NULL,"2020-01-13 11:23:43","2020-01-13 11:23:43"
830,183151,2020-01-08,13:27,1578500820000,Newcastle,A6,6,"1st £125, Others £35  Race Total £300  ","Alnwick Terry (4/1), Billy Bob Ray (20/1), Mustang Andy (9/4), Kenzie Mac (6/1), Unlimited Speed (5/2), Plough Dawg (5/2)",5,21,3.25,7,3.5,3.5,NULL,NULL,4/1,20/1,9/4,6/1,5/2,5/2,NULL,NULL,5,4,6,3,2,1,NULL,NULL,"2020-01-13 11:23:44","2020-01-13 11:23:44"
831,183149,2020-01-08,12:57,1578499020000,Newcastle,HP,6,"1st £148, Others £35  Race Total £323  ","Tyrap Bawn (4/1), Target Slick (7/2), Cerberus Maddie (6/1), Geordie Miley (4/1), The Moppitt (5/1), Watch Out Sally (7/4)",5,4.5,7,5,6,2.75,NULL,NULL,4/1,7/2,6/1,4/1,5/1,7/4,NULL,NULL,5,6,2,3,1,4,NULL,NULL,"2020-01-13 11:23:44","2020-01-13 11:23:44"
832,183143,2020-01-08,11:26,1578493560000,Newcastle,A7,6,"1st £124, Others £35  Race Total £299  ","Canny Pebbles (6/4), Galley Jessie (6/1), Shellam Rafi (10/1), Kilcoke Bill (3/1), Fenceside Moira (4/1), Watermill Bluesy (6/1)",2.5,7,11,4,5,7,NULL,NULL,6/4,6/1,10/1,3/1,4/1,6/1,NULL,NULL,3,4,2,1,6,5,NULL,NULL,"2020-01-13 11:23:44","2020-01-13 11:23:44"
833,183150,2020-01-08,13:12,1578499920000,Newcastle,A2,6,"1st £137, Others £35  Race Total £312  ","Droopys Catch (5/2), Daring Recruit (10/1), Ronnies Sky (7/2), Havana Hottie (7/4), A Bit Of Eugene (10/1), Harton Jet (6/1)",3.5,11,4.5,2.75,11,7,NULL,NULL,5/2,10/1,7/2,7/4,10/1,6/1,NULL,NULL,3,2,5,1,4,6,NULL,NULL,"2020-01-13 11:23:45","2020-01-13 11:23:45"
834,183153,2020-01-08,13:59,1578502740000,Newcastle,A5,6,"1st £128, Others £35  Race Total £303","Alnwick Lexie (5/1), Highclere Leo (7/2), Swift Galaxy (9/2), Trapezius (3/1), Dipton Spartan (5/1), Saint Eagle (9/4)",6,4.5,5.5,4,6,3.25,NULL,NULL,5/1,7/2,9/2,3/1,5/1,9/4,NULL,NULL,2,4,6,1,5,3,NULL,NULL,"2020-01-13 11:23:45","2020-01-13 11:23:45"
835,183152,2020-01-08,13:44,1578501840000,Newcastle,HP,6,"1st £133, Others £35  Race Total £308  ","Styamra Duke (5/2), Mill Angel (9/2), Power Ahead (8/1), Goalongway (2/1), Colliery Shearer (4/1), Alaska Gem (8/1)",3.5,5.5,9,3,5,9,NULL,NULL,5/2,9/2,8/1,2/1,4/1,8/1,NULL,NULL,2,1,4,5,6,3,NULL,NULL,"2020-01-13 11:23:46","2020-01-13 11:23:46"
836,183148,2020-01-08,12:42,1578498120000,Newcastle,A5,6,"1st £128, Others £35  Race Total £303  ","Prestbury Bay (9/4), Jaguar Ella (5/4), Queenies Tommy (20/1), Sligo Jams (9/2), Ashbank Ruby (6/1), Curly Chance (5/1)",3.25,2.25,21,5.5,7,6,NULL,NULL,9/4,5/4,20/1,9/2,6/1,5/1,NULL,NULL,2,3,1,4,5,6,NULL,NULL,"2020-01-13 11:23:46","2020-01-13 11:23:46"
837,183147,2020-01-08,12:26,1578497160000,Newcastle,D3,6,"1st £125, Others £35  Race Total £300  ","Wazokie Ranger (6/1), View Start (5/2), Lone Ice (11/4), Hulla Galileo (12/1), Swift Bonfire (4/1), Wraysbury Maggs (7/2)",7,3.5,3.75,13,5,4.5,NULL,NULL,6/1,5/2,11/4,12/1,4/1,7/2,NULL,NULL,6,4,1,5,2,3,NULL,NULL,"2020-01-13 11:23:46","2020-01-13 11:23:46"
838,183146,2020-01-08,12:11,1578496260000,Newcastle,HP,6,"1st £133, Others £35  Race Total £308  ","Canny Barney (5/4), Floss (7/2), Nuthill Magic (5/1), Kellsboro Moll (12/1), Wayabovetherest (4/1), Slaneyside Reba (6/1)",2.25,4.5,6,13,5,7,NULL,NULL,5/4,7/2,5/1,12/1,4/1,6/1,NULL,NULL,2,3,4,6,5,1,NULL,NULL,"2020-01-13 11:23:47","2020-01-13 11:23:47"
839,183145,2020-01-08,11:56,1578495360000,Newcastle,A4,6,"1st £131, Others £35  Race Total £306  ","Jumeirah Bruno (11/4), Ashbank Hawk (6/4), Killieford Glen (5/1), Cerberus Jules (4/1), Highclere Zena (10/1), Geordie Ariana (9/2)",3.75,2.5,6,5,11,5.5,NULL,NULL,11/4,6/4,5/1,4/1,10/1,9/2,NULL,NULL,6,4,2,1,3,5,NULL,NULL,"2020-01-13 11:23:47","2020-01-13 11:23:47"
840,183144,2020-01-08,11:41,1578494460000,Newcastle,A8,6,"1st £123, Others £35  Race Total £298  ","Jaydens Runner (11/4), Darling Point (5/2), Juicy Rocky (14/1), Spenymoor Norman (5/2), Geordie Raffa (5/1), Lost The Plot (4/1)",3.75,3.5,15,3.5,6,5,NULL,NULL,11/4,5/2,14/1,5/2,5/1,4/1,NULL,NULL,2,4,1,3,5,6,NULL,NULL,"2020-01-13 11:23:48","2020-01-13 11:23:48"
841,183142,2020-01-08,11:11,1578492660000,Newcastle,A3,6,"1st £133, Others £35  Race Total £308  ","Istabark (3/1), Obsidian Crystal (2/1), Alnwick Knight (7/2), Angelas Rocket (7/2), Windmill Bruno (8/1), Mist (9/2)",4,3,4.5,4.5,9,5.5,NULL,NULL,3/1,2/1,7/2,7/2,8/1,9/2,NULL,NULL,5,6,3,4,2,1,NULL,NULL,"2020-01-13 11:23:48","2020-01-13 11:23:48"
842,183141,2020-01-08,18:11,1578517860000,"Belle Vue",A5,6,"1st £61, Others £20  Race Total £61","Ballymac Tessa (11/4), Ardfert Jody (7/4), Hello Baby Blue (4/1), Ballymac Alfred (12/1), Jaxleg Turbo (5/1), Chance To Dream (4/1)",3.75,2.75,5,13,6,5,NULL,NULL,11/4,7/4,4/1,12/1,5/1,4/1,NULL,NULL,1,5,6,3,4,2,NULL,NULL,"2020-01-13 11:23:48","2020-01-13 11:23:48"
843,183133,2020-01-08,15:47,1578509220000,"Belle Vue",A6,6,"1st £58, Others £20  Race Total £58  ","Ballymac Argo (6/4), Aero Eriksen (8/1), Pulgarcito (7/4), Hello Hammy (4/1), Belle Vue Nobby (6/1), Belle Vue Maggie (8/1)",2.5,9,2.75,5,7,9,NULL,NULL,6/4,8/1,7/4,4/1,6/1,8/1,NULL,NULL,2,6,5,1,3,4,NULL,NULL,"2020-01-13 11:23:49","2020-01-13 11:23:49"
844,183132,2020-01-08,15:27,1578508020000,"Belle Vue",A2,6,"1st £76, Others £25  Race Total £201  ","Power Talk (5/2), Fahy Rush (9/2), Tullovin Cheryl (5/2), Jaxleg Roy (7/2), Ishealiveyet (6/1), Moyar Sue (8/1)",3.5,5.5,3.5,4.5,7,9,NULL,NULL,5/2,9/2,5/2,7/2,6/1,8/1,NULL,NULL,6,2,1,3,4,5,NULL,NULL,"2020-01-13 11:23:49","2020-01-13 11:23:49"
845,183130,2020-01-08,14:47,1578505620000,"Belle Vue",A9,6,"1st £56, Others £20  Race Total £156  ","Millroad Chimes (20/1), Cloughtaney Act (7/4), Texarkana (3/1), View Sheriff (16/1), Efceeprincess (7/2), Guitarman Clint (2/1)",21,2.75,4,17,4.5,3,NULL,NULL,20/1,7/4,3/1,16/1,7/2,2/1,NULL,NULL,1,3,6,5,4,2,NULL,NULL,"2020-01-13 11:23:50","2020-01-13 11:23:50"
846,183140,2020-01-08,17:56,1578516960000,"Belle Vue",A3,6,"1st £71, Others £23  Race Total £71  ","Moyar Meg (5/2), Sizzling Belle (7/4), Shot At Dawn (6/1), Tyrur Ariana (6/1), Knockbrae Rosie (9/2), True Memory (4/1)",3.5,2.75,7,7,5.5,5,NULL,NULL,5/2,7/4,6/1,6/1,9/2,4/1,NULL,NULL,3,5,1,2,4,6,NULL,NULL,"2020-01-13 11:23:50","2020-01-13 11:23:50"
847,183139,2020-01-08,17:39,1578515940000,"Belle Vue",A4,6,"1st £66, Others £20  Race Total £166  ","Merry Lad (4/1), Scoozie (7/2), Carneys Jill (4/1), Itsalladream (9/4), Highview Buzz (5/1), Moyar Mint (9/2)",5,4.5,5,3.25,6,5.5,NULL,NULL,4/1,7/2,4/1,9/4,5/1,9/2,NULL,NULL,2,3,1,6,4,5,NULL,NULL,"2020-01-13 11:23:50","2020-01-13 11:23:50"
848,183138,2020-01-08,17:22,1578514920000,"Belle Vue",A6,6,"1st £58, Others £20  Race Total £58  ","Archview Ryan (4/1), Monalee Magic (7/4), Kevs Pet (6/1), Brendans Panther (7/2), Tyrur Mccreevy (12/1), Whamboy (3/1)",5,2.75,7,4.5,13,4,NULL,NULL,4/1,7/4,6/1,7/2,12/1,3/1,NULL,NULL,4,1,2,5,3,6,NULL,NULL,"2020-01-13 11:23:51","2020-01-13 11:23:51"
849,183137,2020-01-08,17:06,1578513960000,"Belle Vue",A3,6,"1st £71, Others £23  Race Total £71  ","Ballymoney Jan (10/1), Moyar Bound (7/4), Torrent Bailey (11/4), Shawnee (4/1), Fastboy George (12/1), Nairobi (9/4)",11,2.75,3.75,5,13,3.25,NULL,NULL,10/1,7/4,11/4,4/1,12/1,9/4,NULL,NULL,6,1,4,5,3,2,NULL,NULL,"2020-01-13 11:23:52","2020-01-13 11:23:52"
850,183136,2020-01-08,16:46,1578512760000,"Belle Vue",A2,6,"1st £76, Others £25  Race Total £201  ","Bonnie Lad (6/1), Water Spray (11/8), Outdoor Queen (3/1), Burnt Oak Bazel (6/1), Highview Elaine (8/1), Tullymurry Min (4/1)",7,2.38,4,7,9,5,NULL,NULL,6/1,11/8,3/1,6/1,8/1,4/1,NULL,NULL,2,3,4,1,6,5,NULL,NULL,"2020-01-13 11:23:53","2020-01-13 11:23:53"
851,183135,2020-01-08,16:27,1578511620000,"Belle Vue",A4,6,"1st £66, Others £20  Race Total £166  ","Holycross Model (7/2), Belles Pearl (5/2), Highview Ava (11/8), Trumpers Shelly (6/1), Clough Midget (8/1), Aero Dele (16/1)",4.5,3.5,2.38,7,9,17,NULL,NULL,7/2,5/2,11/8,6/1,8/1,16/1,NULL,NULL,1,2,4,3,5,6,NULL,NULL,"2020-01-13 11:23:53","2020-01-13 11:23:53"
852,183134,2020-01-08,16:07,1578510420000,"Belle Vue",A8,6,"1st £56, Others £20  Race Total £56  ","Belle Vue Bella (7/2), Carriglad Joker (10/1), Longvale Star (5/1), Typhoon Mike (6/1), Shaneboy Storm (3/1), Rockmount Dove (2/1)",4.5,11,6,7,4,3,NULL,NULL,7/2,10/1,5/1,6/1,3/1,2/1,NULL,NULL,2,1,5,6,4,3,NULL,NULL,"2020-01-13 11:23:54","2020-01-13 11:23:54"
853,183131,2020-01-08,15:07,1578506820000,"Belle Vue",A5,6,"1st £61, Others £20  Race Total £161  ","John Dory (5/2), Ballymac Daisy (8/1), Universal Jet (3/1), Blue Virginia (7/2), Knockbrae Mick (8/1), Jamaica Jet (11/4)",3.5,9,4,4.5,9,3.75,NULL,NULL,5/2,8/1,3/1,7/2,8/1,11/4,NULL,NULL,6,1,2,5,3,4,NULL,NULL,"2020-01-13 11:23:54","2020-01-13 11:23:54"
854,183128,2020-01-08,14:08,1578503280000,"Belle Vue",A10,6,"1st £56, Others £20  Race Total £136  ","Delightful Dawn (4/1), Traceys Dream (3/1), Bartlemy Mary (4/1), View Lenson (4/1), Ballymac Azure (6/4), Taproom Twelve (10/1)",5,4,5,5,2.5,11,NULL,NULL,4/1,3/1,4/1,4/1,6/4,10/1,NULL,NULL,3,1,6,5,2,4,NULL,NULL,"2020-01-13 11:23:55","2020-01-13 11:23:55"
855,183129,2020-01-08,14:27,1578504420000,"Belle Vue",A7,6,"1st £58, Others £20  Race Total £58  ","Jayms Treacle (7/2), Errill Jim (4/1), Knockbrae Debs (5/2), Noeleens Pride (7/1), Clohur Vicky (7/2), Tyrur Molloy (3/1)",4.5,5,3.5,8,4.5,4,NULL,NULL,7/2,4/1,5/2,7/1,7/2,3/1,NULL,NULL,3,6,2,4,5,1,NULL,NULL,"2020-01-13 11:23:55","2020-01-13 11:23:55"
856,183199,2020-01-08,20:53,1578527580000,Doncaster,B6,6,"1st £110, Others £40  Race Total £310  ","Slipalong Fairy (9/2), Hilltop Boozer (5/2), Russanda Silver (6/1), Hillcroft Baby (7/1), Chuckys Mofassa (6/4), Tommy Tiptail (6/1)",5.5,3.5,7,8,2.5,7,NULL,NULL,9/2,5/2,6/1,7/1,6/4,6/1,NULL,NULL,4,5,3,1,2,6,NULL,NULL,"2020-01-13 11:23:55","2020-01-13 11:23:55"
857,183196,2020-01-08,20:06,1578524760000,Doncaster,B4,6,"1st £125, Others £40  Race Total £325  ","Bohemian Belle (6/1), Russanda Serina (5/2), Daisy Lea (7/2), Ballymac Imelda (3/1), John Boys Loch (3/1), Cuisle Mo Chroi (8/1)",7,3.5,4.5,4,4,9,NULL,NULL,6/1,5/2,7/2,3/1,3/1,8/1,NULL,NULL,2,1,6,5,3,4,NULL,NULL,"2020-01-13 11:23:56","2020-01-13 11:23:56"
858,183201,2020-01-08,21:26,1578529560000,Doncaster,B4,6,"1st £125, Others £40  Race Total £325","Seans Hulk (5/1), Glory Cher (5/2), Haven Zero (9/4), Paradise Kia (7/2), Keady Wonder (9/2), Tullyotter Queen (8/1)",6,3.5,3.25,4.5,5.5,9,NULL,NULL,5/1,5/2,9/4,7/2,9/2,8/1,NULL,NULL,4,3,1,2,5,6,NULL,NULL,"2020-01-13 11:23:56","2020-01-13 11:23:56"
859,183200,2020-01-08,21:08,1578528480000,Doncaster,D3,6,"1st £100, Others £40  Race Total £300  ","Bovally Dame (6/4), Jumeirah Maid (5/1), Kilbarry Ace (12/1), Dashing Bobbyjoe (5/2), Keady Secret (4/1), Ballymac Balou (6/1)",2.5,6,13,3.5,5,7,NULL,NULL,6/4,5/1,12/1,5/2,4/1,6/1,NULL,NULL,6,4,1,3,5,2,NULL,NULL,"2020-01-13 11:23:57","2020-01-13 11:23:57"
860,183198,2020-01-08,20:38,1578526680000,Doncaster,D3,6,"1st £100, Others £40  Race Total £300  ","Phoenix Merlin (3/1), Nans Primrose (3/1), Dust Too (5/2), Drumleen Jenny (8/1), Willfredz Twirl (6/1), Haven Ted (11/4)",4,4,3.5,9,7,3.75,NULL,NULL,3/1,3/1,5/2,8/1,6/1,11/4,NULL,NULL,5,2,4,1,3,6,NULL,NULL,"2020-01-13 11:23:58","2020-01-13 11:23:58"
861,183197,2020-01-08,20:21,1578525660000,Doncaster,B5,6,"1st £115, Others £40  Race Total £315  ","Ted Holdem (6/1), Ballycahane Dew (11/8), Balreask Kid (7/2), Tornaroy Thor (9/2), Wishful Glory (5/1), Kilara Hagler (6/1)",7,2.38,4.5,5.5,6,7,NULL,NULL,6/1,11/8,7/2,9/2,5/1,6/1,NULL,NULL,6,3,4,1,5,2,NULL,NULL,"2020-01-13 11:23:58","2020-01-13 11:23:58"
862,183195,2020-01-08,19:49,1578523740000,Doncaster,B3,6,"1st £130, Others £40  Race Total £330  ","Barnagrane Zoe (6/1), Jet Stream Chaos (5/2), Our Samcro (10/1), Bellagio Bauer (5/2), Mollie Legacy (7/1), Terrific Tina (2/1)",7,3.5,11,3.5,8,3,NULL,NULL,6/1,5/2,10/1,5/2,7/1,2/1,NULL,NULL,2,6,5,3,4,1,NULL,NULL,"2020-01-13 11:23:59","2020-01-13 11:23:59"
863,183194,2020-01-08,19:33,1578522780000,Doncaster,B2,6,"1st £140, Others £40  Race Total £340  ","Ballymac Schmidt (9/4), Antigua Coral (9/4), Bansha Monet (10/1), Ballymac Better (3/1), Swift Fabian (5/1), Cruz On Emms (6/1)",3.25,3.25,11,4,6,7,NULL,NULL,9/4,9/4,10/1,3/1,5/1,6/1,NULL,NULL,6,4,5,2,3,1,NULL,NULL,"2020-01-13 11:23:59","2020-01-13 11:23:59"
864,183193,2020-01-08,19:17,1578521820000,Doncaster,A2,6,"1st £140, Others £40  Race Total £340  ","Fane Sisi Sir (6/1), Russanda Gwen (3/1), Mayshopeanddream (6/4), Glaise Tracy (9/2), Slaneyside Swan (6/1), Shrewd Dreamer (5/1)",7,4,2.5,5.5,7,6,NULL,NULL,6/1,3/1,6/4,9/2,6/1,5/1,NULL,NULL,2,4,5,3,6,1,NULL,NULL,"2020-01-13 11:23:59","2020-01-13 11:23:59"
865,183192,2020-01-08,19:03,1578520980000,Doncaster,A2,6,"1st £140, Others £40  Race Total £340  ","World Apart (5/2), Bosss Daughter (7/2), Churchview Rolo (3/1), Gaffers Mackey (6/1), Tourbo Tessy (8/1), Magna Figo (3/1)",3.5,4.5,4,7,9,4,NULL,NULL,5/2,7/2,3/1,6/1,8/1,3/1,NULL,NULL,3,6,4,2,5,1,NULL,NULL,"2020-01-13 11:24:00","2020-01-13 11:24:00"
866,183191,2020-01-08,18:44,1578519840000,Doncaster,A5,6,"1st £115, Others £40  Race Total £315  ","Russanda Ranger (11/4), A Definate Berry (7/2), Miss Crick (8/1), Jet Stream Faye (5/2), Sive The Lady (4/1), Wee Mikie (5/1)",3.75,4.5,9,3.5,5,6,NULL,NULL,11/4,7/2,8/1,5/2,4/1,5/1,NULL,NULL,2,4,1,6,5,3,NULL,NULL,"2020-01-13 11:24:00","2020-01-13 11:24:00"
867,183190,2020-01-08,18:27,1578518820000,Doncaster,A7,6,"1st £105, Others £40  Race Total £305  ","Dunham Frankie (10/1), Blue Molly (5/2), Mind The Door (9/4), Curryhills Toey (11/4), Ballycoole Pearl (7/2), Barrack Maggie (10/1)",11,3.5,3.25,3.75,4.5,11,NULL,NULL,10/1,5/2,9/4,11/4,7/2,10/1,NULL,NULL,6,2,5,1,3,4,NULL,NULL,"2020-01-13 11:24:01","2020-01-13 11:24:01"
868,182950,2020-01-07,13:19,1578413940000,Nottingham,A3,6,"1st £120, Others £36  Race Total £300  ","Notorious Lass (6/4), Katrina Party (3/1), Romeo Alpha (6/1), Salacres Winnie (9/2), Nidderdale Lass (4/1), Power Motion (10/1)",2.5,4,7,5.5,5,11,NULL,NULL,6/4,3/1,6/1,9/2,4/1,10/1,NULL,NULL,4,6,2,1,5,3,NULL,NULL,"2020-01-13 11:24:01","2020-01-13 11:24:01"
869,182948,2020-01-07,12:48,1578412080000,Nottingham,A3,6,"1st £120, Others £36  Race Total £300  ","Glenhead Lily (5/1), Alfies Bomber (7/2), Burgess Camila (7/2), Salacres Flyer (11/8), Fred Knows Nowt (4/1), Miranda (25/1)",6,4.5,4.5,2.38,5,26,NULL,NULL,5/1,7/2,7/2,11/8,4/1,25/1,NULL,NULL,3,6,4,2,1,5,NULL,NULL,"2020-01-13 11:24:02","2020-01-13 11:24:02"
870,182952,2020-01-07,13:51,1578415860000,Nottingham,A3,6,"1st £120, Others £36  Race Total £300  ","Heatwave (9/4), Glenside Jack (11/4), Sporting Gemma (9/2), Lost Pearl (11/4), Shes A Mariner (9/2), Mermaid (4/1)",3.25,3.75,5.5,3.75,5.5,5,NULL,NULL,9/4,11/4,9/2,11/4,9/2,4/1,NULL,NULL,3,2,6,4,1,5,NULL,NULL,"2020-01-13 11:24:02","2020-01-13 11:24:02"
871,182951,2020-01-07,13:33,1578414780000,Nottingham,A5,6,"1st £110, Others £35  Race Total £285  ","Follow My Lead (10/1), Salacres Bruiser (9/2), Ballybride Ray (7/4), Tybar Jay (3/1), Odin (3/1), Lizzies Legend (7/1)",11,5.5,2.75,4,4,8,NULL,NULL,10/1,9/2,7/4,3/1,3/1,7/1,NULL,NULL,4,2,1,5,6,3,NULL,NULL,"2020-01-13 11:24:03","2020-01-13 11:24:03"
872,182949,2020-01-07,13:04,1578413040000,Nottingham,A4,6,"1st £115, Others £36  Race Total £295  ","Salacresprecious (11/4), Lily Gudbucka (2/1), Highview Peach (6/1), Salacres Josh (10/1), Swift Apologies (3/1), Blythe Calamity (7/2)",3.75,3,7,11,4,4.5,NULL,NULL,11/4,2/1,6/1,10/1,3/1,7/2,NULL,NULL,1,4,2,5,6,3,NULL,NULL,"2020-01-13 11:24:03","2020-01-13 11:24:03"
873,182947,2020-01-07,12:33,1578411180000,Nottingham,A6,6,"1st £110, Others £35  Race Total £285  ","Old Fort Jesse (1/1), Carriglad Roisin (12/1), Sparta Gilly (5/1), Bobs Silver (11/4), Jumeirah Sky (6/1), Honour Aphrodite (10/1)",2,13,6,3.75,7,11,NULL,NULL,1/1,12/1,5/1,11/4,6/1,10/1,NULL,NULL,3,6,5,4,2,1,NULL,NULL,"2020-01-13 11:24:03","2020-01-13 11:24:03"
874,182946,2020-01-07,12:18,1578410280000,Nottingham,A7,6,"1st £105, Others £35  Race Total £280  ","Honour Arkle (3/1), Soundless Storm (5/2), Tuftys Puma (4/1), An Buachaill (4/1), Haggswood Bob (7/1), Honour Venus (7/2)",4,3.5,5,5,8,4.5,NULL,NULL,3/1,5/2,4/1,4/1,7/1,7/2,NULL,NULL,2,1,4,6,5,3,NULL,NULL,"2020-01-13 11:24:04","2020-01-13 11:24:04"
875,182945,2020-01-07,12:04,1578409440000,Nottingham,A5,6,"1st £110, Others £35  Race Total £285  ","Swift Buggie (4/1), Honour Ferrari (12/1), Longsearch (4/1), Bit View Nancy (9/2), Colarhouse Daisy (9/4), Denville Sue (11/4)",5,13,5,5.5,3.25,3.75,NULL,NULL,4/1,12/1,4/1,9/2,9/4,11/4,NULL,NULL,5,1,6,3,4,2,NULL,NULL,"2020-01-13 11:24:04","2020-01-13 11:24:04"
876,182944,2020-01-07,11:48,1578408480000,Nottingham,A4,6,"1st £115, Others £36  Race Total £295  ","Nidderdaleserene (5/1), Tybar Onyx (3/1), Salacres Druid (5/1), Ardfhearta Star (9/4), Fabulous Anita (5/2), Swift Mya (16/1)",6,4,6,3.25,3.5,17,NULL,NULL,5/1,3/1,5/1,9/4,5/2,16/1,NULL,NULL,5,4,3,6,2,1,NULL,NULL,"2020-01-13 11:24:05","2020-01-13 11:24:05"
877,182943,2020-01-07,11:34,1578407640000,Nottingham,A7,6,"1st £105, Others £35  Race Total £280  ","Honour Shergar (4/1), Sybarite (4/1), Nidderdalegrouse (11/4), Shellys Spirit (3/1), Salacreshandsome (10/1), Blythe Blossom (5/2)",5,5,3.75,4,11,3.5,NULL,NULL,4/1,4/1,11/4,3/1,10/1,5/2,NULL,NULL,6,4,5,1,2,3,NULL,NULL,"2020-01-13 11:24:06","2020-01-13 11:24:06"
878,182942,2020-01-07,11:19,1578406740000,Nottingham,A3,6,"1st £120, Others £36  Race Total £300  ","Right Direction (5/4), Swift Maddox (11/4), Slaneyside Agnes (3/1), Salacres Alaska (14/1), Groovy Madam (7/2), Haggswood Kirk (20/1)",2.25,3.75,4,15,4.5,21,NULL,NULL,5/4,11/4,3/1,14/1,7/2,20/1,NULL,NULL,3,6,4,5,1,2,NULL,NULL,"2020-01-13 11:24:07","2020-01-13 11:24:07"
879,182941,2020-01-07,11:03,1578405780000,Nottingham,A5,6,"1st £110, Others £35  Race Total £285  ","Cotton Clouds (10/11), Swift Mateo (7/1), Alfies Brummie (9/2), Flexible Lady (10/1), Barnish Vulturi (9/4), Honour Corvette (12/1)",1.91,8,5.5,11,3.25,13,NULL,NULL,10/11,7/1,9/2,10/1,9/4,12/1,NULL,NULL,4,5,6,2,3,1,NULL,NULL,"2020-01-13 11:24:07","2020-01-13 11:24:07"
880,182972,2020-01-07,16:29,1578425340000,Hove,A4,6,"1st £135, Others £45  Race Total £360  ","Hillcroft Master (7/4), Our Boy Spencer (7/1), Rosegarland Ray (5/2), Iconic Captain (10/1), Sasher Scott (10/1), Dunaghy Panda (5/2)",2.75,8,3.5,11,11,3.5,NULL,NULL,7/4,7/1,5/2,10/1,10/1,5/2,NULL,NULL,5,3,1,6,2,4,NULL,NULL,"2020-01-13 11:24:07","2020-01-13 11:24:07"
881,182967,2020-01-07,14:52,1578419520000,Hove,A6,6,"1st £130, Others £45  Race Total £355  ","Rocky Ray (4/1), Clairkeith Cerys (6/1), Noho Ark (5/1), Insane Barney (4/5), Dinner Nicosia (12/1), Riverside Prince (8/1)",5,7,6,1.8,13,9,NULL,NULL,4/1,6/1,5/1,4/5,12/1,8/1,NULL,NULL,5,3,1,2,6,4,NULL,NULL,"2020-01-13 11:24:08","2020-01-13 11:24:08"
882,182966,2020-01-07,14:32,1578418320000,Hove,D2,6,"1st £130, Others £40  Race Total £330  ","Qatar Titan (5/4), Punk Rock Poet (5/2), Swift Fiachra (7/2), Sharp Chief (7/1), Ardrahan Asti (20/1), Southern Amigo (7/1)",2.25,3.5,4.5,8,21,8,NULL,NULL,5/4,5/2,7/2,7/1,20/1,7/1,NULL,NULL,2,6,3,1,5,4,NULL,NULL,"2020-01-13 11:24:08","2020-01-13 11:24:08"
883,182971,2020-01-07,16:09,1578424140000,Hove,A1,6,"1st £200, Others £45  Race Total £425  ","Riviera Romeo (5/4), Punk Rock Mutley (8/1), Final Sauce (4/1), Droopys Baton (3/1), Knight Rider (6/1), Riviera Diva (8/1)",2.25,9,5,4,7,9,NULL,NULL,5/4,8/1,4/1,3/1,6/1,8/1,NULL,NULL,3,5,1,2,4,6,NULL,NULL,"2020-01-13 11:24:09","2020-01-13 11:24:09"
