id,idSportinglife,date,hour,time,name,classe,amountRunners,prizes,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,createdAt,updatedAt
1,183832,2020-01-12,21:17,1578874620000,"Central Park",OR,6,"1st £250, Others £50  Race Total £500","Ronans Racer (2/1), Gerrys Sky (7/4), Seomra Breeze (5/1), Savana Brandy (5/2), Centenarys Chloe (20/1), Feora Tyson (14/1)",3,2.75,6,3.5,21,15,NULL,NULL,2/1,7/4,5/1,5/2,20/1,14/1,NULL,NULL,4,5,3,1,6,2,NULL,NULL,"2020-01-13 11:17:27","2020-01-13 11:17:27"
2,183830,2020-01-12,20:44,1578872640000,"Central Park",OR,6,"1st £200, Others £50  Race Total £450  ","Ballymac Osby (2/1), Kingsbrook Glyn (4/1), Windmill Rover (14/1), Touchdown Erin (7/1), Queen Tammy (5/4), Jet Stream Socks (8/1)",3,5,15,8,2.25,9,NULL,NULL,2/1,4/1,14/1,7/1,5/4,8/1,NULL,NULL,1,3,4,2,6,5,NULL,NULL,"2020-01-13 11:17:27","2020-01-13 11:17:27"
3,183828,2020-01-12,20:09,1578870540000,"Central Park",OR,6,"1st £200, Others £50  Race Total £450  ","Droopys Cannon (4/5), Queen Dolly (2/1), Cheeky Bob (10/1), Nans Missile (14/1), Pantone Whisper (8/1), Savana Beetle (7/1)",1.8,3,11,15,9,8,NULL,NULL,4/5,2/1,10/1,14/1,8/1,7/1,NULL,NULL,2,5,4,3,1,6,NULL,NULL,"2020-01-13 11:17:28","2020-01-13 11:17:28"
4,183825,2020-01-12,19:18,1578867480000,"Central Park",OR,6,"1st £250, Others £50  Race Total £500  ","Makeit Good News (9/4), Bolshoi Beano (4/1), Its An Act (9/4), Brookland King (10/1), Jet Stream Jimmy (3/1), Bellagors Sal (10/1)",3.25,5,3.25,11,4,11,NULL,NULL,9/4,4/1,9/4,10/1,3/1,10/1,NULL,NULL,4,1,5,6,3,2,NULL,NULL,"2020-01-13 11:17:28","2020-01-13 11:17:28"
5,183822,2020-01-12,18:27,1578864420000,"Central Park",D3,6,"1st £100, Others £38  Race Total £290  ","Acton Sam (1/1), Decisive Rodge (5/1), Mintbet Magic (8/1), Ballybeg Scolari (4/1), Miss Van Dijk (5/1), Mars Moon (8/1)",2,6,9,5,6,9,NULL,NULL,1/1,5/1,8/1,4/1,5/1,8/1,NULL,NULL,3,4,6,5,2,1,NULL,NULL,"2020-01-13 11:17:29","2020-01-13 11:17:29"
6,183821,2020-01-12,18:09,1578863340000,"Central Park",A2,6,"1st £150, Others £45  Race Total £375  ","Shaneboy Mimi (7/4), King Ozzy (5/4), Decisive Diego (9/2), Lissane Lily (7/2), Glenside Prince (14/1), Blue Collar (N/A)",2.75,2.25,5.5,4.5,15,0,NULL,NULL,7/4,5/4,9/2,7/2,14/1,NULL,NULL,NULL,1,3,5,6,4,0,NULL,NULL,"2020-01-13 11:17:29","2020-01-13 11:17:29"
7,183831,2020-01-12,21:01,1578873660000,"Central Park",OR,6,"1st £250, Others £50  Race Total £500  ","Droopys Cruiser (1/4), Madabout James (7/1), Baran Terminator (100/1), Mottos Moon (4/1), Jelly Flood (6/1), Paddington (N/A)",1.25,8,101,5,7,0,NULL,NULL,1/4,7/1,100/1,4/1,6/1,NULL,NULL,NULL,1,5,2,4,3,0,NULL,NULL,"2020-01-13 11:17:30","2020-01-13 11:17:30"
8,183829,2020-01-12,20:27,1578871620000,"Central Park",OR,7,"1st £200, Others £50  Race Total £450  ","King Louis (1/2), Piemans Star (5/2), Swansalona Playa (9/2), Savana Alan (14/1), Catunda Blake (50/1), Kelseys Zulu (25/1), Savana Bazza (N/A)",1.5,3.5,5.5,15,51,26,0,NULL,1/2,5/2,9/2,14/1,50/1,25/1,NULL,NULL,5,1,4,6,2,3,0,NULL,"2020-01-13 11:17:30","2020-01-13 11:17:30"
9,183827,2020-01-12,19:53,1578869580000,"Central Park",OR,6,"1st £500, Others £60  Race Total £800  ","Southfield Code (4/9), Savana Tequila (20/1), Churchtown Gift (10/1), Nans Camilo (33/1), Savana Jenny (5/1), Savana Me Daddy (3/1)",1.44,21,11,34,6,4,NULL,NULL,4/9,20/1,10/1,33/1,5/1,3/1,NULL,NULL,6,3,4,2,1,5,NULL,NULL,"2020-01-13 11:17:30","2020-01-13 11:17:30"
10,183826,2020-01-12,19:36,1578868560000,"Central Park",OR,6,"1st £300, Others £50  Race Total £550  ","Rockmount Ozzy (5/2), Makeit Gertcha (5/2), Nans Major (3/1), Southfield Ariel (4/1), Courts Ad Lyn (4/1), Sophies Ace (20/1)",3.5,3.5,4,5,5,21,NULL,NULL,5/2,5/2,3/1,4/1,4/1,20/1,NULL,NULL,3,2,1,4,6,5,NULL,NULL,"2020-01-13 11:17:31","2020-01-13 11:17:31"
11,183824,2020-01-12,19:03,1578866580000,"Central Park",OR,6,"1st £200, Others £50  Race Total £450  ","Droopys Code (11/10), Seaglass Caesar (8/1), Melodys Jack (5/2), Kenton Ten (9/4), Savana Poppy (10/1), Troy Bella (N/A)",2.1,9,3.5,3.25,11,0,NULL,NULL,11/10,8/1,5/2,9/4,10/1,NULL,NULL,NULL,4,2,3,5,1,0,NULL,NULL,"2020-01-13 11:17:31","2020-01-13 11:17:31"
12,183823,2020-01-12,18:44,1578865440000,"Central Park",A4,6,"1st £125, Others £40  Race Total £325  ","Alberta Rose (8/1), Decisive Becks (4/6), Titanic Bernard (12/1), Killglen Twinkle (5/1), War Zone (4/1), Giveusabreak (8/1)",9,1.67,13,6,5,9,NULL,NULL,8/1,4/6,12/1,5/1,4/1,8/1,NULL,NULL,3,4,1,5,2,6,NULL,NULL,"2020-01-13 11:17:32","2020-01-13 11:17:32"
13,183785,2020-01-12,15:13,1578852780000,Kinsley,A6,6,"1st £81, Others £32  Race Total £241  ","Bumblebee Just (6/1), Kilara Conan (9/2), Sweet Cailin (9/2), Ballintemple Sue (5/2), Dream Fionn (7/2), Amelias Magic (11/4)",7,5.5,5.5,3.5,4.5,3.75,NULL,NULL,6/1,9/2,9/2,5/2,7/2,11/4,NULL,NULL,1,4,2,3,5,6,NULL,NULL,"2020-01-13 11:17:32","2020-01-13 11:17:32"
14,183794,2020-01-12,17:44,1578861840000,Kinsley,HP,6,"1st £105, Others £35  Race Total £280  ","Hazelgrove Utah (6/1), Miss Tish (7/1), Lundhill Rose (5/2), Canya Daisy (11/4), Ghetto Maddie (9/4), Bells Brandy (5/1)",7,8,3.5,3.75,3.25,6,NULL,NULL,6/1,7/1,5/2,11/4,9/4,5/1,NULL,NULL,2,3,6,4,5,1,NULL,NULL,"2020-01-13 11:17:33","2020-01-13 11:17:33"
15,183793,2020-01-12,17:25,1578860700000,Kinsley,A5,6,"1st £83, Others £36  Race Total £263  ","Cushie Leader (4/1), Russanda Sonny (7/2), Meenagh Rumble (9/4), Stonepark Hannah (7/2), Russanda Lacey (9/2), Fernisky Rumba (6/1)",5,4.5,3.25,4.5,5.5,7,NULL,NULL,4/1,7/2,9/4,7/2,9/2,6/1,NULL,NULL,5,3,6,2,4,1,NULL,NULL,"2020-01-13 11:17:33","2020-01-13 11:17:33"
16,183792,2020-01-12,17:09,1578859740000,Kinsley,D4,6,"1st £67, Others £35  Race Total £242  ","Westfield Storm (5/2), Bandit Laura (7/1), Droopys Local (7/2), Honey Trap (8/1), Hazelgrove Pansy (9/4), Tuftys Molly (3/1)",3.5,8,4.5,9,3.25,4,NULL,NULL,5/2,7/1,7/2,8/1,9/4,3/1,NULL,NULL,2,4,6,1,5,3,NULL,NULL,"2020-01-13 11:17:33","2020-01-13 11:17:33"
17,183791,2020-01-12,16:51,1578858660000,Kinsley,A7,6,"1st £76, Others £32  Race Total £236  ","East Ferry Sword (4/1), Billwin Brandy (3/1), Killieford Faith (5/1), Elba Dillydilly (6/1), Dixies Legacy (1/1), Knock Sport (N/A)",5,4,6,7,2,0,NULL,NULL,4/1,3/1,5/1,6/1,1/1,NULL,NULL,NULL,4,3,2,6,1,0,NULL,NULL,"2020-01-13 11:17:34","2020-01-13 11:17:34"
18,183790,2020-01-12,16:33,1578857580000,Kinsley,A4,6,"1st £86, Others £35  Race Total £261  ","Sweet Molly (7/4), Cappagh Pink (5/2), Tullymurry Reel (11/2), Headford Hope (9/2), Up Now Tom (6/1), Clonard Boy (6/1)",2.75,3.5,6.5,5.5,7,7,NULL,NULL,7/4,5/2,11/2,9/2,6/1,6/1,NULL,NULL,3,1,2,4,5,6,NULL,NULL,"2020-01-13 11:17:34","2020-01-13 11:17:34"
19,183789,2020-01-12,16:18,1578856680000,Kinsley,D3,7,"1st £69, Others £34  Race Total £239  ","Acomb Lillian (1/1), Dundrum West (8/1), Hazelgrove Solo (10/1), Battyford Diego (5/2), Leathems Turbo (6/1), Glenadda Blanco (5/1), Meenagh City (N/A)",2,9,11,3.5,7,6,0,NULL,1/1,8/1,10/1,5/2,6/1,5/1,NULL,NULL,4,5,2,1,3,6,0,NULL,"2020-01-13 11:17:35","2020-01-13 11:17:35"
20,183788,2020-01-12,16:02,1578855720000,Kinsley,A5,6,"1st £83, Others £31  Race Total £238  ","Always Active (6/1), Hillview Heidi (9/4), Elba Sara (13/2), Popular Towser (3/1), Night Time Rebel (11/4), Elba Fairy (5/1)",7,3.25,7.5,4,3.75,6,NULL,NULL,6/1,9/4,13/2,3/1,11/4,5/1,NULL,NULL,1,3,6,2,5,4,NULL,NULL,"2020-01-13 11:17:35","2020-01-13 11:17:35"
21,183787,2020-01-12,15:44,1578854640000,Kinsley,A6,6,"1st £81, Others £35  Race Total £256  ","Dundrum Rose (5/2), West Knows Best (8/1), Bitofamiss (9/2), Knockagh Gent (11/4), Ballycoole Cody (4/1), Foulkscourt Will (3/1)",3.5,9,5.5,3.75,5,4,NULL,NULL,5/2,8/1,9/2,11/4,4/1,3/1,NULL,NULL,5,1,4,3,2,6,NULL,NULL,"2020-01-13 11:17:35","2020-01-13 11:17:35"
22,183786,2020-01-12,15:29,1578853740000,Kinsley,D2,6,"1st £79, Others £34  Race Total £249  ","Great Buzz (7/4), Hello Kaycee (7/2), Vivaro Ace (4/1), Mineola Addios (11/4), Border Spirit (11/2), Hillview Harry (8/1)",2.75,4.5,5,3.75,6.5,9,NULL,NULL,7/4,7/2,4/1,11/4,11/2,8/1,NULL,NULL,4,6,1,2,5,3,NULL,NULL,"2020-01-13 11:17:36","2020-01-13 11:17:36"
23,183784,2020-01-12,14:57,1578851820000,Kinsley,HP,6,"1st £93, Others £36  Race Total £273  ","Altmore Wizard (5/2), Swift Terror (3/1), Our China Mike (7/2), Kuda Taff (5/1), Silverhill Glory (5/1), Toomuchtoask (4/1)",3.5,4,4.5,6,6,5,NULL,NULL,5/2,3/1,7/2,5/1,5/1,4/1,NULL,NULL,3,4,6,5,1,2,NULL,NULL,"2020-01-13 11:17:36","2020-01-13 11:17:36"
24,183783,2020-01-12,14:38,1578850680000,Kinsley,A4,6,"1st £86, Others £33  Race Total £251  ","Belle Vue Eddie (4/1), Flaggy Goose (4/1), Moorlands Star (5/2), Fionns Dream (4/1), Hazelgrove Amy (11/4), Jellybean Court (7/1)",5,5,3.5,5,3.75,8,NULL,NULL,4/1,4/1,5/2,4/1,11/4,7/1,NULL,NULL,1,2,3,6,5,4,NULL,NULL,"2020-01-13 11:17:37","2020-01-13 11:17:37"
25,183782,2020-01-12,14:21,1578849660000,Kinsley,A4,6,"1st £86, Others £32  Race Total £246  ","Lodgeview Velvet (2/1), Ask Andy (7/1), Millwood Mags (11/4), Plentyinthetank (6/1), Lundhill Harry (11/2), Holdem Sophia (11/4)",3,8,3.75,7,6.5,3.75,NULL,NULL,2/1,7/1,11/4,6/1,11/2,11/4,NULL,NULL,5,6,4,2,3,1,NULL,NULL,"2020-01-13 11:17:38","2020-01-13 11:17:38"
26,183781,2020-01-12,14:06,1578848760000,Kinsley,A3,6,"1st £93, Others £31  Race Total £248  ","Ashbourne Queen (5/2), Champs Boy (11/10), Glenbrenton Sid (6/1), Belleamie Nidge (4/1), Ballydorgan May (8/1), Maroon Flash (10/1)",3.5,2.1,7,5,9,11,NULL,NULL,5/2,11/10,6/1,4/1,8/1,10/1,NULL,NULL,5,2,1,4,3,6,NULL,NULL,"2020-01-13 11:17:38","2020-01-13 11:17:38"
27,183815,2020-01-12,19:46,1578869160000,Poole,D1,6,"1st £95, 2nd £29, Others £27  Race Total £232  ","Kimpton Charlie (5/4), Aulton Jetta (2/1), Bramblecombeduke (20/1), Minglers Curragh (6/1), Arthur Peanut (7/2), Go Fast Pearl (16/1)",2.25,3,21,7,4.5,17,NULL,NULL,5/4,2/1,20/1,6/1,7/2,16/1,NULL,NULL,2,1,3,5,6,4,NULL,NULL,"2020-01-13 11:17:39","2020-01-13 11:17:39"
28,183810,2020-01-12,18:19,1578863940000,Poole,HP,6,"1st £112, 2nd £32, Others £28  Race Total £256","Devils Excel (7/1), Unknown Melody (3/1), Blue Moon (4/1), Tyrap Cruise (9/2), Chubbys Ban (9/4), Dundee Jack (7/2)",8,4,5,5.5,3.25,4.5,NULL,NULL,7/1,3/1,4/1,9/2,9/4,7/2,NULL,NULL,1,4,6,2,5,3,NULL,NULL,"2020-01-13 11:17:39","2020-01-13 11:17:39"
29,183812,2020-01-12,18:55,1578866100000,Poole,D4,6,"1st £67, 2nd £29, Others £27  Race Total £204  ","Ballyoak Wilma (8/11), Arthurmyson (8/1), Isere (3/1), Spot On Storm (9/2), Redhills Maple (14/1), Devils Abbie (10/1)",1.73,9,4,5.5,15,11,NULL,NULL,8/11,8/1,3/1,9/2,14/1,10/1,NULL,NULL,2,1,3,6,4,5,NULL,NULL,"2020-01-13 11:17:40","2020-01-13 11:17:40"
30,183820,2020-01-12,21:11,1578874260000,Poole,A8,6,"1st £46, 2nd £29, Others £27  Race Total £183","Coris Moments (4/1), Chadwell Tetra (5/2), Ballycannon Brat (9/2), Jayjays Diamond (10/11), Renie Mac (12/1), Suirview Model (N/A)",5,3.5,5.5,1.91,13,0,NULL,NULL,4/1,5/2,9/2,10/11,12/1,NULL,NULL,NULL,4,3,6,1,2,0,NULL,NULL,"2020-01-13 11:17:40","2020-01-13 11:17:40"
31,183819,2020-01-12,20:53,1578873180000,Poole,A4,6,"1st £63, 2nd £29, Others £27  Race Total £200  ","Spot On Wyoming (11/4), Meadowvale Fionn (5/2), Miss Gun (10/1), Beretta River (10/1), Teddys Maestro (4/1), No More Mondays (9/4)",3.75,3.5,11,11,5,3.25,NULL,NULL,11/4,5/2,10/1,10/1,4/1,9/4,NULL,NULL,2,5,1,3,6,4,NULL,NULL,"2020-01-13 11:17:41","2020-01-13 11:17:41"
32,183818,2020-01-12,20:37,1578872220000,Poole,A2,6,"1st £87, 2nd £31, Others £28  Race Total £230  ","Six Gun (6/4), Note We Quote (7/4), Ide Blackjack (12/1), Dunro Dave (5/1), Some Cracker (4/1), Next Time Around (16/1)",2.5,2.75,13,6,5,17,NULL,NULL,6/4,7/4,12/1,5/1,4/1,16/1,NULL,NULL,6,3,4,5,1,2,NULL,NULL,"2020-01-13 11:17:41","2020-01-13 11:17:41"
33,183817,2020-01-12,20:19,1578871140000,Poole,A6,6,"1st £50, 2nd £29, Others £27  Race Total £187  ","Petes Lass (5/2), Spoton Glan Said (8/1), Mick And Mon (7/4), Start Gun (11/4), Matildas Dream (7/1), Farran Deise (10/1)",3.5,9,2.75,3.75,8,11,NULL,NULL,5/2,8/1,7/4,11/4,7/1,10/1,NULL,NULL,2,1,3,6,5,4,NULL,NULL,"2020-01-13 11:17:41","2020-01-13 11:17:41"
34,183816,2020-01-12,20:02,1578870120000,Poole,A7,6,"1st £48, 2nd £29, Others £27  Race Total £185  ","Lady Victorian (7/4), Pennys Heaney (6/1), Adrigole Ruby (7/4), In Full Swing (6/1), Cush Echo (7/2), Gowiththeflo (25/1)",2.75,7,2.75,7,4.5,26,NULL,NULL,7/4,6/1,7/4,6/1,7/2,25/1,NULL,NULL,1,3,4,6,2,5,NULL,NULL,"2020-01-13 11:17:42","2020-01-13 11:17:42"
35,183814,2020-01-12,19:29,1578868140000,Poole,A1,6,"1st £112, 2nd £32, Others £28  Race Total £256  ","Jayjays Emerald (16/1), Ballyoak Bart (9/4), Springwell Murty (4/1), Unknown Molly (7/1), Tiermore Pearl (11/4), Pennys Unicorn (3/1)",17,3.25,5,8,3.75,4,NULL,NULL,16/1,9/4,4/1,7/1,11/4,3/1,NULL,NULL,1,2,6,5,3,4,NULL,NULL,"2020-01-13 11:17:42","2020-01-13 11:17:42"
36,183813,2020-01-12,19:12,1578867120000,Poole,A3,6,"1st £74, 2nd £30, Others £28  Race Total £216  ","Dairyhill Croft (5/1), Shelleybee (10/1), Ranger Rocks (7/4), Shesacharmer (2/1), Ballyoak Nelson (11/4), Kanturk Money (14/1)",6,11,2.75,3,3.75,15,NULL,NULL,5/1,10/1,7/4,2/1,11/4,14/1,NULL,NULL,6,5,2,3,1,4,NULL,NULL,"2020-01-13 11:17:43","2020-01-13 11:17:43"
37,183811,2020-01-12,18:37,1578865020000,Poole,A3,6,"1st £74, 2nd £30, Others £28  Race Total £216  ","Distant City (6/1), Crossfield Ivy (5/4), Flame Gun (5/1), Pennys Tuk Tuk (4/1), Paper Lace (5/1), Rosstemple Dubh (5/1)",7,2.25,6,5,6,6,NULL,NULL,6/1,5/4,5/1,4/1,5/1,5/1,NULL,NULL,3,2,1,4,6,5,NULL,NULL,"2020-01-13 11:17:43","2020-01-13 11:17:43"
38,183809,2020-01-12,18:04,1578863040000,Poole,A5,6,"1st £57, 2nd £29, Others £27  Race Total £194  ","Idezerotohero (7/4), Jumbos Roxy (7/2), Pennys Madam (8/1), Baltovin Fury (4/1), Linn Dubh Paddy (10/1), Zoomey Shiela (9/4)",2.75,4.5,9,5,11,3.25,NULL,NULL,7/4,7/2,8/1,4/1,10/1,9/4,NULL,NULL,4,1,3,2,5,6,NULL,NULL,"2020-01-13 11:17:44","2020-01-13 11:17:44"
39,183917,2020-01-12,19:54,1578869640000,"Pelaw Grange",A5,7,"1st £55, Others £20  Race Total £155  ","Bacardys (7/4), Conna Banger (9/1), Diegos Echo (3/1), Ring Harbour (7/1), Minding The Cash (6/1), Robbie Golden (9/4), Fagans Misty (N/A)",2.75,10,4,8,7,3.25,0,NULL,7/4,9/1,3/1,7/1,6/1,9/4,NULL,NULL,6,5,4,2,1,3,0,NULL,"2020-01-13 11:17:44","2020-01-13 11:17:44"
40,183914,2020-01-12,19:04,1578866640000,"Pelaw Grange",A4,6,"1st £55, Others £20  Race Total £155  ","Brosna Dazzler (5/1), Four Leaf Clover (9/2), Miss Rapid (2/1), Kissing Tree (5/1), Dixies Approach (7/1), Blakefield Blake (11/4)",6,5.5,3,6,8,3.75,NULL,NULL,5/1,9/2,2/1,5/1,7/1,11/4,NULL,NULL,4,3,2,1,6,5,NULL,NULL,"2020-01-13 11:17:45","2020-01-13 11:17:45"
41,183922,2020-01-12,21:19,1578874740000,"Pelaw Grange",A4,6,"1st £55, Others £20  Race Total £155","Glengiblin Cora (5/2), Monroe Bruce (4/1), Roises Deal (9/2), Balmoral Lilly (4/1), Peachstreet Ella (9/2), Mums Ruby (2/1)",3.5,5,5.5,5,5.5,3,NULL,NULL,5/2,4/1,9/2,4/1,9/2,2/1,NULL,NULL,2,5,6,1,3,4,NULL,NULL,"2020-01-13 11:17:45","2020-01-13 11:17:45"
42,183921,2020-01-12,21:02,1578873720000,"Pelaw Grange",A3,6,"1st £70, Others £20  Race Total £170  ","Blaze Barney (5/1), Knockalton Theo (5/2), A Bit Ofa Cuddle (5/2), Glengiblin Percy (11/2), Cabra Voyager (9/2), Sleepy Kibou (3/1)",6,3.5,3.5,6.5,5.5,4,NULL,NULL,5/1,5/2,5/2,11/2,9/2,3/1,NULL,NULL,2,3,4,1,6,5,NULL,NULL,"2020-01-13 11:17:46","2020-01-13 11:17:46"
43,183920,2020-01-12,20:45,1578872700000,"Pelaw Grange",A2,6,"1st £80, Others £20  Race Total £180  ","Canya Willya (5/2), Glengiblin Sweep (9/4), Boherash Zebo (4/1), Sadies Angel (4/1), Janes Illusion (7/2), Glengiblin Tommy (7/1)",3.5,3.25,5,5,4.5,8,NULL,NULL,5/2,9/4,4/1,4/1,7/2,7/1,NULL,NULL,4,2,6,3,1,5,NULL,NULL,"2020-01-13 11:17:46","2020-01-13 11:17:46"
44,183919,2020-01-12,20:28,1578871680000,"Pelaw Grange",A2,6,"1st £80, Others £20  Race Total £180  ","Cronody Kathy (6/4), Minnies Choice (4/1), Pandoras Crystal (5/1), Ballyhooly Haley (7/2), Granite Nd Grass (11/2), Bluereef Cruiser (7/2)",2.5,5,6,4.5,6.5,4.5,NULL,NULL,6/4,4/1,5/1,7/2,11/2,7/2,NULL,NULL,5,4,2,1,6,3,NULL,NULL,"2020-01-13 11:17:46","2020-01-13 11:17:46"
45,183918,2020-01-12,20:11,1578870660000,"Pelaw Grange",A1,6,"1st £80, Others £20  Race Total £180  ","Steeple Rd Mol (7/2), Forest Phil (3/1), Ferndale Jet (5/4), Glengiblin Kenny (12/1), Wath Saturn (7/2), Cabra Reaper (8/1)",4.5,4,2.25,13,4.5,9,NULL,NULL,7/2,3/1,5/4,12/1,7/2,8/1,NULL,NULL,4,1,6,5,2,3,NULL,NULL,"2020-01-13 11:17:47","2020-01-13 11:17:47"
46,183916,2020-01-12,19:37,1578868620000,"Pelaw Grange",A1,6,"1st £80, Others £20  Race Total £180  ","Murphy (6/4), Glengiblin Billy (9/2), Droopys Melody (5/2), Wath Jupiter (8/1), Springside Hawai (6/1), Wicky Bure (6/1)",2.5,5.5,3.5,9,7,7,NULL,NULL,6/4,9/2,5/2,8/1,6/1,6/1,NULL,NULL,1,6,2,5,3,4,NULL,NULL,"2020-01-13 11:17:47","2020-01-13 11:17:47"
47,183915,2020-01-12,19:21,1578867660000,"Pelaw Grange",A5,6,"1st £55, Others £20  Race Total £155  ","Listen Charlie (5/2), Scholes Deeds (4/1), Jumbos Jenny (7/2), Perseverance (4/1), Bluebelle (6/1), Balmoral Fluff (5/1)",3.5,5,4.5,5,7,6,NULL,NULL,5/2,4/1,7/2,4/1,6/1,5/1,NULL,NULL,6,4,5,2,3,1,NULL,NULL,"2020-01-13 11:17:48","2020-01-13 11:17:48"
48,183913,2020-01-12,18:46,1578865560000,"Pelaw Grange",A6,6,"1st £50, Others £20  Race Total £150  ","Shes Crackers (3/1), Mid West Glee (3/1), Millroad Hero (9/4), Geordie Sniper (6/1), Flashing Quest (9/2), Strategic Trio (7/1)",4,4,3.25,7,5.5,8,NULL,NULL,3/1,3/1,9/4,6/1,9/2,7/1,NULL,NULL,5,2,1,6,3,4,NULL,NULL,"2020-01-13 11:17:48","2020-01-13 11:17:48"
49,183912,2020-01-12,18:28,1578864480000,"Pelaw Grange",A4,6,"1st £55, Others £20  Race Total £155  ","Hyde Park Lady (5/2), Bluereef Mermaid (7/1), Charlie Golden (2/1), Inniskeen Bolt (6/1), Galmonian Cora (3/1), Short Memory (6/1)",3.5,8,3,7,4,7,NULL,NULL,5/2,7/1,2/1,6/1,3/1,6/1,NULL,NULL,4,1,6,3,5,2,NULL,NULL,"2020-01-13 11:17:48","2020-01-13 11:17:48"
50,183911,2020-01-12,18:11,1578863460000,"Pelaw Grange",A8,6,"1st £50, Others £20  Race Total £130  ","Circus Angel (2/1), Bluereef Morgan (11/2), Metafor Blue (3/1), Shellam Henni (4/1), Bacardi Joe (11/2), Folayno Big Bang (11/4)",3,6.5,4,5,6.5,3.75,NULL,NULL,2/1,11/2,3/1,4/1,11/2,11/4,NULL,NULL,5,1,4,2,3,6,NULL,NULL,"2020-01-13 11:17:49","2020-01-13 11:17:49"
51,183857,2020-01-12,18:07,1578863220000,Henlow,A8,6,"1st £110, Others £40  Race Total £310  ","Savana Impact (5/1), Ringside Rocky (9/4), Stay Later (3/1), Harry The Champ (3/1), Savana Mick (7/1), Fieldview Sky (5/1)",6,3.25,4,4,8,6,NULL,NULL,5/1,9/4,3/1,3/1,7/1,5/1,NULL,NULL,4,3,1,5,6,2,NULL,NULL,"2020-01-13 11:17:49","2020-01-13 11:17:49"
52,183855,2020-01-12,17:28,1578860880000,Henlow,A11,6,"1st £95, Others £40  Race Total £295  ","Blackhall One (9/4), Hello Dolly (13/8), Glebe Gal (6/1), Pennys Twitch (5/2), Blackrosewhisper (9/1), Marcos Veggera (16/1)",3.25,2.63,7,3.5,10,17,NULL,NULL,9/4,13/8,6/1,5/2,9/1,16/1,NULL,NULL,3,5,1,6,4,2,NULL,NULL,"2020-01-13 11:17:50","2020-01-13 11:17:50"
53,183856,2020-01-12,17:47,1578862020000,Henlow,A6,6,"1st £120, Others £40  Race Total £320  ","Burma Fury (11/8), Brickfield Sasha (9/2), Skyscape (7/2), Fieldview Flash (7/2), Roma Lady (12/1), Harrys Adventure (6/1)",2.38,5.5,4.5,4.5,13,7,NULL,NULL,11/8,9/2,7/2,7/2,12/1,6/1,NULL,NULL,4,2,3,5,1,6,NULL,NULL,"2020-01-13 11:17:50","2020-01-13 11:17:50"
54,183858,2020-01-12,18:22,1578864120000,Henlow,A10,6,"1st £100, Others £40  Race Total £300","Fieldview Ruby (13/8), Savana Rocker (4/1), Demolition Dolly (6/1), Knockalton Skye (9/4), Our Angel Eyes (9/2), Rahyvira Lady (16/1)",2.63,5,7,3.25,5.5,17,NULL,NULL,13/8,4/1,6/1,9/4,9/2,16/1,NULL,NULL,3,2,4,6,1,5,NULL,NULL,"2020-01-13 11:17:51","2020-01-13 11:17:51"
55,183854,2020-01-12,17:07,1578859620000,Henlow,A9,6,"1st £105, Others £40  Race Total £305  ","Orbital Tiger (10/1), Liosgarbh Cahy (5/1), Crossfield Hal (4/1), Baltovin Mike (7/2), Riverside Queen (3/1), So Swift Blake (2/1)",11,6,5,4.5,4,3,NULL,NULL,10/1,5/1,4/1,7/2,3/1,2/1,NULL,NULL,4,5,6,3,1,2,NULL,NULL,"2020-01-13 11:17:51","2020-01-13 11:17:51"
56,183853,2020-01-12,16:48,1578858480000,Henlow,B3,6,"1st £120, Others £40  Race Total £320  ","Jibber Whelehan (5/1), Savana Zeppelin (5/1), Savana Holly (11/4), Droopys Cristina (8/1), Tree Top Bubbles (14/1), Poachertink (1/1)",6,6,3.75,9,15,2,NULL,NULL,5/1,5/1,11/4,8/1,14/1,1/1,NULL,NULL,3,5,4,1,6,2,NULL,NULL,"2020-01-13 11:17:51","2020-01-13 11:17:51"
57,183852,2020-01-12,16:28,1578857280000,Henlow,D4,6,"1st £110, Others £40  Race Total £310  ","Savana Diva (15/8), Smooth Adam (6/1), Needed Time (10/1), Fieldview Del (14/1), Footfield Joey (11/8), Savana Maisie (4/1)",2.88,7,11,15,2.38,5,NULL,NULL,15/8,6/1,10/1,14/1,11/8,4/1,NULL,NULL,3,5,1,4,6,2,NULL,NULL,"2020-01-13 11:17:52","2020-01-13 11:17:52"
58,183851,2020-01-12,16:07,1578856020000,Henlow,A11,6,"1st £95, Others £40  Race Total £295  ","Only One Darren (7/1), Kingsbury Sasha (3/1), Marcos Spot On (2/1), Rockhill Romeo (6/1), Take Him There (2/1), Droopys Luca (12/1)",8,4,3,7,3,13,NULL,NULL,7/1,3/1,2/1,6/1,2/1,12/1,NULL,NULL,3,1,4,6,5,2,NULL,NULL,"2020-01-13 11:17:52","2020-01-13 11:17:52"
