id,idSportinglife,date,hour,time,name,place,track,age,amountRunners,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP9,oddP10,oddP11,oddP12,oddP13,oddP14,oddP15,oddP16,oddP17,oddP18,oddP19,oddP20,oddP21,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,oddP9Dec,oddP10Dec,oddP11Dec,oddP12Dec,oddP13Dec,oddP14Dec,oddP15Dec,oddP16Dec,oddP17Dec,oddP18Dec,oddP19Dec,oddP20Dec,oddP21Dec,premiumP1,premiumP2,premiumP3,premiumP4,premiumP5,premiumP6,premiumP7,premiumP8,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,rideToFinish9,rideToFinish10,rideToFinish11,rideToFinish12,rideToFinish13,rideToFinish14,rideToFinish15,rideToFinish16,rideToFinish17,rideToFinish18,rideToFinish19,rideToFinish20,rideToFinish21,createdAt,updatedAt
139,559695,2020-01-11,14:45,1578764700000,"Irish Stallion Farms EBF Beginners Chase",Fairyhouse,TURF,"5YO plus",11,"Chosen Mate (6/4), Voix Des Tiep (9/4), Annamix (7/1), Valdieu (9/1), The Gunner Murphy (12/1), Envol Pierji (12/1), Prospectus (20/1), Ballyneety (40/1), Arverne (40/1), Fivecardstud (100/1), Lord Lariat (100/1)",8,3.25,10,2.5,13,13,41,101,21,41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1,9/4,9/1,6/4,12/1,12/1,40/1,100/1,20/1,40/1,100/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10200.0 EUR","3400.0 EUR","1701.0 EUR","850.0 EUR","509.0 EUR","340.0 EUR",NULL,NULL,1,9,8,3,7,4,2,5,6,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:32","2020-01-13 11:18:32"
140,559696,2020-01-11,15:20,1578766800000,"Irish Stallion Farms EBF Rated Novice Chase",Fairyhouse,TURF,"5YO plus",9,"At The Acorn (3/1), The Long Mile (10/3), Wrong Direction (9/2), Glorious Galway (11/2), Diamond Turf (8/1), Isle Of Destiny (10/1), Brex Drago (10/1), Bentham (25/1), Grand Partner (33/1)",4,4.33,11,9,34,5.5,26,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3/1,10/3,10/1,8/1,33/1,9/2,25/1,11/2,10/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12000.0 EUR","4000.0 EUR","2000.0 EUR","1000.0 EUR","601.0 EUR","400.0 EUR",NULL,NULL,5,9,4,2,3,6,8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:32","2020-01-13 11:18:32"
141,559697,2020-01-11,15:50,1578768600000,"Irish Stallion Farms EBF Auction Flat Race",Fairyhouse,TURF,"4YO to 7YO",9,"I A Connect (5/4), Harry Alonzo (10/3), Five Bar Brian (9/2), The Priests Leap (6/1), Barnaviddaun (9/1), The Brimming Water (25/1), Johngus (28/1), Wake The Giant (50/1), Oneknightmoreihope (66/1)",5.5,4.33,2.25,10,29,7,51,26,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/2,10/3,5/4,9/1,28/1,6/1,50/1,25/1,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9000.0 EUR","3000.0 EUR","1500.0 EUR","750.0 EUR","450.0 EUR","300.0 EUR",NULL,NULL,2,9,3,4,5,1,8,6,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:33","2020-01-13 11:18:33"
142,560022,2020-01-11,10:45,1578750300000,"Swain Stakes",Deauville,TURF,"4YO plus",7,"San Salvador (8/13), Time Shanakill (5/2), Delsheer (10/1), Glory Days (14/1), Great Tonio (14/1), Dance The Blues (22/1), Rebecamille (28/1)",3.5,11,15,15,1.62,23,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/2,10/1,14/1,14/1,8/13,22/1,28/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13230.0 EUR","4200.0 EUR","2100.0 EUR","1470.0 EUR",NULL,NULL,NULL,NULL,2,6,4,5,1,3,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:33","2020-01-13 11:18:33"
143,560023,2020-01-11,11:15,1578752100000,"Priolo Stakes",Deauville,TURF,"3YO only",6,"Rio Del Jack (13/8), Lindy Lou (7/2), Cafe Saigon (4/1), Griegos (6/1), Dutch Chop (7/1), Star Drack (8/1)",7,4.5,2.63,5,8,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6/1,7/2,13/8,4/1,7/1,8/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22050.0 EUR","7000.0 EUR","3500.0 EUR","2450.0 EUR",NULL,NULL,NULL,NULL,1,6,2,5,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:33","2020-01-13 11:18:33"
144,560024,2020-01-11,11:45,1578753900000,"Gare De Da Lat Stakes",Deauville,TURF,"3YO only",6,"Wootton Saga (10/11), Countess De Vega (3/1), Miss Extra (4/1), Twelve Bros (5/1), Queen Of The Night (17/2), Deauville Dream (10/1), Lemon Smile (11/1)",6,1.91,11,4,12,9.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/1,10/11,10/1,3/1,11/1,17/2,4/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"15750.0 EUR","4999.0 EUR","2500.0 EUR","1750.0 EUR",NULL,NULL,NULL,NULL,6,3,5,4,1,7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:34","2020-01-13 11:18:34"
145,560025,2020-01-11,12:15,1578755700000,"De Beaufosse Claiming Stakes",Deauville,TURF,"5YO plus",11,"Munawer (6/5), Land Of Mind (7/2), Mehzam (11/2), Putumayo (6/1), Bamaxsar (9/1), King Nonantais (10/1), Arctic Cercle (25/1), Zawiana (25/1), Beleave You (40/1), Fleur D'ange (40/1), Medayag (50/1)",7,2.2,4.5,26,6.5,10,51,11,41,26,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6/1,6/5,7/2,25/1,11/2,9/1,50/1,10/1,40/1,25/1,40/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,5,8,1,3,2,4,7,6,9,11,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:34","2020-01-13 11:18:34"
146,560026,2020-01-11,12:45,1578757500000,"Du Phare Claiming Stakes",Deauville,TURF,"3YO only",11,"Hernan (15/8), You Don't Own Me (5/2), Insightful (6/1), Go Well Spicy (8/1), Gratiane (17/2), Silencious (11/1), Trentatre (14/1), Alkaid (14/1), Zucesso (20/1), Ma Boy Harris (28/1), Picnic Boreal (50/1)",2.88,9.5,29,21,7,3.5,15,15,12,51,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/8,17/2,28/1,20/1,6/1,5/2,14/1,14/1,11/1,50/1,8/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12600.0 EUR","4000.0 EUR","2000.0 EUR","1400.0 EUR",NULL,NULL,NULL,NULL,2,6,8,9,7,5,11,3,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:35","2020-01-13 11:18:35"
147,560027,2020-01-11,13:17,1578759420000,"De Ryes Claiming Stakes",Deauville,TURF,"5YO plus",11,"Constantino (7/4), Song Of Life (2/1), Rogue (13/2), Inseo (9/1), Falmouth Light (10/1), Tour (12/1), Des Annees Folles (12/1), Briyouni (14/1), Inviolable Spirit (22/1), Strada Di Carsoli (22/1), Forty Bere (33/1), Good Picnic (40/1), Robert (40/1)",2.75,3,10,11,13,34,13,15,23,7.5,41,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/4,2/1,9/1,10/1,12/1,33/1,12/1,14/1,22/1,13/2,40/1,40/1,22/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,3,1,4,5,13,11,6,7,8,2,12,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:35","2020-01-13 11:18:35"
148,560028,2020-01-11,13:52,1578761520000,"Gare Pte-noire Stakes",Deauville,TURF,"3YO only",11,"Safran (3/1), King Robbe (5/1), All Or Nothing (5/1), Berets Verts (11/2), Tibasti (15/2), Lark Song (15/2), Max's Thunder (9/1), Markland (12/1), Projet Concret (16/1), Buti (16/1), Hard Rock (25/1)",8.5,4,6,17,26,17,6.5,8.5,13,10,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/2,3/1,5/1,16/1,25/1,16/1,11/2,15/2,12/1,9/1,5/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"15750.0 EUR","4999.0 EUR","2500.0 EUR","1750.0 EUR",NULL,NULL,NULL,NULL,5,1,8,7,4,2,3,6,10,9,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:36","2020-01-13 11:18:36"
149,560029,2020-01-11,14:32,1578763920000,"Hennequeville Handicap",Deauville,TURF,"4YO only",13,"Kannon (9/2), Grand Secret (9/2), Navalmoral (6/1), Lucky Bird (8/1), La Pergola (8/1), Dolcetto (9/1), Amerikanane (9/1), Realityhacking (12/1), Mummy's Satri (14/1), Waldlicht (20/1), Oh Lucky Lady (25/1), Hello Is You (28/1), Californium (33/1), Fabled (50/1)",10,5.5,10,5.5,9,13,15,29,34,21,9,26,51,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/1,9/2,9/1,9/2,8/1,12/1,14/1,28/1,33/1,20/1,8/1,25/1,50/1,6/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12600.0 EUR","4000.0 EUR","2000.0 EUR","1400.0 EUR",NULL,NULL,NULL,NULL,4,2,8,12,10,3,13,11,6,7,1,9,14,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:37","2020-01-13 11:18:37"
150,560030,2020-01-11,15:07,1578766020000,"Du Home Stakes",Deauville,TURF,"4YO only",12,"Al Aresh (5/2), Cardino (3/1), Once A Citizen (7/2), Grace Bere (9/2), Adesias (6/1), Toijk (12/1), Galoubet (16/1), Tiptop (25/1), Ouistreham (25/1), Million Dreams (50/1), Vazy Ninian (50/1), Santa Alegria (80/1)",5.5,4.5,17,4,3.5,13,51,7,26,51,26,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/2,7/2,16/1,3/1,5/2,12/1,50/1,6/1,25/1,50/1,25/1,80/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11970.0 EUR","3800.0 EUR","1900.0 EUR","1330.0 EUR",NULL,NULL,NULL,NULL,8,1,5,6,3,4,9,2,12,7,10,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:37","2020-01-13 11:18:37"
151,560040,2020-01-11,10:00,1578747600000,"Prix Briand Industrial - Monte",Pontchateau,TURF,"5YO only",16,"Feve De Beylev (6/4), Fille De Nuit (11/2), Fantastic Du Bourg (13/2), Fantasia Jack (13/2), Flynn Star (9/1), Firsso Wind (12/1), Fiesta Malouine (12/1), Ficus D'Anjou (16/1), Fakir Noir (16/1), Florissant Winning (25/1), Flavio (25/1), Francky D'Oudon (25/1), Fado De Gueron (40/1), Falcao De Carsi (40/1), For Ever D'Eole (50/1), Faline D'ecroville (50/1)",13,17,13,10,17,7.5,26,41,26,51,51,41,0,0,0,0,NULL,NULL,NULL,NULL,NULL,12/1,16/1,12/1,9/1,16/1,13/2,25/1,40/1,25/1,50/1,50/1,40/1,6/4,11/2,13/2,25/1,NULL,NULL,NULL,NULL,NULL,"9451.0 EUR","3000.0 EUR","1500.0 EUR","1050.0 EUR",NULL,NULL,NULL,NULL,7,4,3,14,9,16,2,1,5,15,13,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:38","2020-01-13 11:18:38"
152,560041,2020-01-11,10:30,1578749400000,"Prix De La Communaute De Communes - Attele",Pontchateau,TURF,"5YO only",16,"Foreman D'eole (5/2), Falco Du Maxfran (11/2), Fantachillu (7/1), Fuyard De Ballon (7/1), Flocon Montjeanais (9/1), Fleuron Du Linais (9/1), Fakir De La Roche (10/1), Fanzi Du Glanon (10/1), Filou Des Ulmes (11/1), Farmer Keryvon (14/1), Fito Prior (22/1), Fly Pop (33/1), Full System (40/1), Franco Fleuri (50/1), Francesco (80/1), Fakir De Vindecy (80/1)",8,15,8,11,10,6.5,10,3.5,51,81,34,41,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7/1,14/1,7/1,10/1,9/1,11/2,9/1,5/2,50/1,80/1,33/1,40/1,22/1,80/1,10/1,11/1,NULL,NULL,NULL,NULL,NULL,"10710.0 EUR","3400.0 EUR","1701.0 EUR","1190.0 EUR",NULL,NULL,NULL,NULL,1,5,3,10,4,8,7,12,9,13,16,14,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:38","2020-01-13 11:18:38"
153,560042,2020-01-11,11:00,1578751200000,"Prix De La Ville De Ponchateau - Attele",Pontchateau,TURF,"6YO only",16,"Elicio Bello (11/10), Emir Sly (7/2), Esquilin (15/2), Emir Du Passage (10/1), Epi Des Landes (10/1), Eros D'omblais (16/1), Emma D'Amour (16/1), Eve De La Mortrie (20/1), Elektra Maza (25/1), Emir Perrine (28/1), Eclair Dream (40/1), Epique Corzeen (40/1), Empress Pat (40/1), Etoile Des Vals (50/1), Easy Cash (50/1), Elysee Barbes (66/1)",11,4.5,8.5,2.1,21,17,29,11,26,51,17,41,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10/1,7/2,15/2,11/10,20/1,16/1,28/1,10/1,25/1,50/1,16/1,40/1,40/1,66/1,40/1,50/1,NULL,NULL,NULL,NULL,NULL,"10710.0 EUR","3400.0 EUR","1701.0 EUR","1190.0 EUR",NULL,NULL,NULL,NULL,3,5,7,2,8,4,16,1,10,11,14,13,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:38","2020-01-13 11:18:38"
154,560043,2020-01-11,11:30,1578753000000,"Prix Du Cafe Pmu Le - Attele",Pontchateau,TURF,"5YO only",16,"Fiesta De Locq (11/4), Fidji From (4/1), Folette Du Mans (4/1), First Lady Bleue (7/1), Feline Baz (8/1), Foudre Charentaise (17/2), Feminine (17/2), Fiesta Du Chatelet (14/1), Fontana Piper (18/1), Fabiola Ceijy (22/1), Fest Noz (40/1), Fee Fouteau (50/1), Feline Du Louvet (50/1), Florela De Piliere (80/1), Favolta (80/1), Farouche (80/1)",51,5,3.75,5,8,9,9.5,15,81,81,81,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,50/1,4/1,11/4,4/1,7/1,8/1,17/2,14/1,80/1,80/1,80/1,17/2,50/1,40/1,22/1,18/1,NULL,NULL,NULL,NULL,NULL,"9451.0 EUR","3000.0 EUR","1500.0 EUR","1050.0 EUR",NULL,NULL,NULL,NULL,16,1,6,8,3,7,5,14,13,15,10,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:39","2020-01-13 11:18:39"
155,560044,2020-01-11,12:00,1578754800000,"Prix Du Comite Regional De L'ouest - Attele",Pontchateau,TURF,"7YO to 10YO",18,"Duc De La Mortrie (9/4), Dolly Si (6/1), Cyr De Courtison (7/1), Dariana Cacit (15/2), Diego De Banville (15/2), Cekoi (8/1), Douce Gergauderie (10/1), D'Artagnan France (12/1), Drop De Sardane (20/1), Diamant Du Ruel (22/1), Anduro Des Landes (25/1), Baron De Majuag (28/1), Au Dela De Bouere (28/1), Be Good (40/1), Concerto Royal (40/1), Bellino De Bolero (50/1), Berlioz Delo (80/1), Braco Des Moissons (80/1)",41,41,3.25,8,8.5,51,29,13,21,26,29,81,81,7,0,0,0,0,NULL,NULL,NULL,40/1,40/1,9/4,7/1,15/2,50/1,28/1,12/1,20/1,25/1,28/1,80/1,80/1,6/1,22/1,8/1,10/1,15/2,NULL,NULL,NULL,"16380.0 EUR","5200.0 EUR","2600.0 EUR","1820.0 EUR",NULL,NULL,NULL,NULL,14,15,6,3,5,2,10,17,7,18,16,13,11,8,0,0,0,0,NULL,NULL,NULL,"2020-01-13 11:18:39","2020-01-13 11:18:39"
156,560045,2020-01-11,12:30,1578756600000,"Prix Leclerc Distribution - Attele",Pontchateau,TURF,"4YO only",16,"Gianina Bella (10/11), Girolata Quick (6/1), Gloire Des Loyaux (8/1), Gaeline Servinoise (12/1), Ganja (12/1), Galla Villetot (14/1), Galatea (16/1), Gloire D'Anjou (18/1), Guapa Du Cadran (18/1), Girl Venesi (20/1), Gazelle Vogouliere (28/1), Gaia De Mire (28/1), Gloria D'eole (40/1), Gisella D'evel (50/1), Grisette Mesloise (50/1), Gipsy Ferm (50/1)",1.91,13,7,21,17,29,29,51,13,51,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10/11,12/1,6/1,20/1,16/1,28/1,28/1,50/1,12/1,50/1,8/1,18/1,40/1,18/1,50/1,14/1,NULL,NULL,NULL,NULL,NULL,"9451.0 EUR","3000.0 EUR","1500.0 EUR","1050.0 EUR",NULL,NULL,NULL,NULL,8,13,3,1,5,11,10,12,15,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:40","2020-01-13 11:18:40"
157,560046,2020-01-11,15:42,1578768120000,"Prix Antonin Dupuy - Attele",Toulouse,TURF,"5YO to 6YO",10,"Fronsac Madrik (9/4), Forum Meslois (10/3), Flaubert Gede (4/1), Escale Oceane (9/2), Fresh Bidder (6/1), Feria De Busset (12/1), Echer Menuet (20/1), Elixir Du Gilet (25/1), Elk Du Patural (25/1), Elevation (33/1)",5,3.25,5.5,34,21,26,26,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/1,9/4,9/2,33/1,20/1,25/1,25/1,10/3,12/1,6/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12600.0 EUR","4000.0 EUR","2000.0 EUR","1400.0 EUR",NULL,NULL,NULL,NULL,10,3,7,6,2,4,9,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:40","2020-01-13 11:18:40"
158,560047,2020-01-11,16:17,1578770220000,"Prix De Villeneuve Sur Lot - Attele",Toulouse,TURF,"5YO only",18,"Fandango La Nuit (9/4), Falko Verronais (7/2), Fou De Rock (5/1), Flora Tartifume (13/2), Flash Du Dropt (13/2), Faena De Montceau (14/1), Frimeur Narcy (20/1), Flash Royal (25/1), Fabarm (28/1), Feise Star (28/1), Fakina Du Pavillon (33/1), Filou D'airou (33/1), Fifty (33/1), Fantasia River (40/1), Fidji Des Thuyas (40/1), Flash Point (40/1), Fabio De Tilou (50/1), Facelina (80/1)",3.25,29,51,21,41,34,26,7.5,4.5,34,81,0,0,0,0,0,0,0,NULL,NULL,NULL,9/4,28/1,50/1,20/1,40/1,33/1,25/1,13/2,7/2,33/1,80/1,14/1,28/1,33/1,13/2,40/1,5/1,40/1,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,14,3,16,4,18,1,8,13,9,7,10,0,0,0,0,0,0,0,NULL,NULL,NULL,"2020-01-13 11:18:40","2020-01-13 11:18:40"
159,560048,2020-01-11,16:52,1578772320000,"Prix De Monreysse - Attele",Toulouse,TURF,"7YO to 9YO",13,"Davy De Taziere (13/8), Dream Along (9/2), Bottarus (9/2), Diocles (11/2), Campione Mio (9/1), Dard Roc (10/1), Cap Lignerie (12/1), Brin De Noblesse (14/1), Chanelle Du Perche (40/1), City Du Padoueng (50/1), Bocage Du Rib (50/1), Dauphin Du Lot (66/1), Business Du Bourg (66/1)",11,2.63,15,10,41,67,51,5.5,67,5.5,51,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10/1,13/8,14/1,9/1,40/1,66/1,50/1,9/2,66/1,9/2,50/1,11/2,12/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18900.0 EUR","6000.0 EUR","3000.0 EUR","2100.0 EUR",NULL,NULL,NULL,NULL,13,8,5,11,2,9,7,1,10,3,12,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:41","2020-01-13 11:18:41"
160,560049,2020-01-11,17:27,1578774420000,"Prix Tenor De Baune - Attele",Toulouse,TURF,"4YO only",12,"Go And Flash (7/4), Gewurztraminer (4/1), Georgio Du Derby (6/1), Gerard (6/1), Glycine D'albret (7/1), Gentleman Smart (10/1), Gege De Fromentel (11/1), Gazelle De Pretot (11/1), Gana De Ligny (20/1), Garance De La Fye (20/1), Geant D'Amour (25/1), Geko De Rouaisse (33/1), Geant De Papier (80/1)",7,2.75,12,21,7,8,5,12,34,26,81,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6/1,7/4,11/1,20/1,6/1,7/1,4/1,11/1,33/1,25/1,80/1,10/1,20/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12600.0 EUR","4000.0 EUR","2000.0 EUR","1400.0 EUR",NULL,NULL,NULL,NULL,3,5,12,9,1,7,10,8,6,2,13,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:41","2020-01-13 11:18:41"
161,560050,2020-01-11,18:00,1578776400000,"Prix Paleo - Attele",Toulouse,TURF,"4YO only",10,"Galactic Castelets (5/4), Gentleman Lover (3/1), Guzzy De Vive (6/1), Gizsmo L'ecossais (8/1), Gamin Picard (9/1), Graal De Tillard (14/1), Gaillard D'yvel (16/1), Garifan De Castrou (18/1), Gascoun (20/1), Ginger Sam (33/1)",2.25,4,10,7,19,21,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/4,3/1,9/1,6/1,18/1,20/1,8/1,16/1,14/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10080.0 EUR","3200.0 EUR","1600.0 EUR","1120.0 EUR",NULL,NULL,NULL,NULL,7,10,9,6,5,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:42","2020-01-13 11:18:42"
162,560051,2020-01-11,18:30,1578778200000,"Prix De La Cepiere - Attele",Toulouse,TURF,"3YO only",10,"Holita De Noyelles (5/2), Helion D'hervy (10/3), Hercole Bocain (9/2), Hotello Desbois (6/1), Hoca (9/1), Histoire Des Plans (10/1), Heros Fouloniere (11/1), Hijo Moko (14/1), Herra D'avenir (14/1), Happy Family Ar (20/1)",3.5,10,7,4.33,21,5.5,11,15,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/2,9/1,6/1,10/3,20/1,9/2,10/1,14/1,11/1,14/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9451.0 EUR","3000.0 EUR","1500.0 EUR","1050.0 EUR",NULL,NULL,NULL,NULL,1,4,2,6,7,9,10,8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:42","2020-01-13 11:18:42"
163,560052,2020-01-11,19:00,1578780000000,"Prix De Bellefontaine - Monte",Toulouse,TURF,"6YO to 7YO",13,"Ethiopia (2/1), Eperon (7/2), Easy Du Perre (13/2), Electra Du Camp (7/1), Demoiselle Win (17/2), Electra (17/2), Ekinoa Du Patural (12/1), Diego Decoulgens (16/1), Elite Du Dollar (22/1), Esperanza De Venzo (22/1), Ecu D'amour (33/1), Endorphine (33/1), Diane Tonneville (50/1)",3,8,4.5,13,7.5,34,9.5,51,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2/1,7/1,7/2,12/1,13/2,33/1,17/2,50/1,22/1,16/1,17/2,33/1,22/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,10,8,1,6,7,4,9,5,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:42","2020-01-13 11:18:42"
164,560053,2020-01-11,19:30,1578781800000,"Prix De Castillonnes - Attele",Toulouse,TURF,"6YO to 9YO",15,"Duroc (8/13), Diva De Carina (4/1), Danse Du Las Vegas (15/2), Dalentino (12/1), Dynastie Du Home (15/1), Different Charm (18/1), Dakota Du Poto (25/1), Boum Du Soir (25/1), Enjoy Victory (25/1), Diva De Beylev (25/1), Datcha De Cabert (33/1), Benny Grand Pre (40/1), Datalie Pierji (40/1), Blemania (50/1), Crack De La Cote (50/1), Basque Eclair (50/1)",13,5,51,1.62,34,8.5,26,26,26,41,41,19,0,0,0,0,NULL,NULL,NULL,NULL,NULL,12/1,4/1,50/1,8/13,33/1,15/2,25/1,25/1,25/1,40/1,40/1,18/1,15/1,50/1,50/1,25/1,NULL,NULL,NULL,NULL,NULL,"3780.0 EUR","1200.0 EUR","601.0 EUR","420.0 EUR",NULL,NULL,NULL,NULL,4,3,12,2,13,11,14,5,9,16,10,15,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:43","2020-01-13 11:18:43"
165,560031,2020-01-11,13:00,1578758400000,"Prix De Francheville - La Barre - Attele",Vincennes,TURF,"4YO only",11,"Gui D'erable (1/1), Gadjo Charentais (9/2), Ghana Fligny (5/1), Gege Baroque (11/2), Golden Sautonne (12/1), Gai Printemps (16/1), Gaspard (20/1), Gepetto De Godrel (25/1), Genet De Boitron (40/1), Golden Warrior (40/1), Galeo Du Tordoir (50/1)",41,6.5,13,26,21,17,51,41,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40/1,11/2,12/1,25/1,20/1,16/1,50/1,40/1,5/1,1/1,9/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"27720.0 EUR","8800.0 EUR","4400.0 EUR","3080.0 EUR",NULL,NULL,NULL,NULL,4,5,7,8,1,3,9,6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:43","2020-01-13 11:18:43"
